sandboxLog;lambdaLog;timestamp
;{'time': 49800, 'best_bid': 1083, 'best_ask': 1091, 'bidPrice': 1086.0, 'askPrice': 1088.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1900.9575, 'humidity': 77.97572};49800
;{'time': 49900, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1900.4788, 'humidity': 77.98787};49900
;{'time': 50000, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1085.5, 'askPrice': 1087.0, 'transportFees': 0.8, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1900.0, 'humidity': 78.0};50000
;{'time': 50100, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1086.0, 'askPrice': 1087.5, 'transportFees': 1.2, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1899.5212, 'humidity': 78.01213};50100
;{'time': 50200, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1899.0425, 'humidity': 78.024254};50200
;{'time': 50300, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1898.5637, 'humidity': 78.03638};50300
;{'time': 50400, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1898.085, 'humidity': 78.0485};50400
;{'time': 50500, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1085.0, 'askPrice': 1086.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1897.6063, 'humidity': 78.060616};50500
;{'time': 50600, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1084.5, 'askPrice': 1086.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1897.1276, 'humidity': 78.07272};50600
;{'time': 50700, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1084.5, 'askPrice': 1086.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1896.6488, 'humidity': 78.08483};50700
;{'time': 50800, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1086.0, 'askPrice': 1087.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1896.1702, 'humidity': 78.09694};50800
;{'time': 50900, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1085.5, 'askPrice': 1087.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1895.6914, 'humidity': 78.10904};50900
;{'time': 51000, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1085.0, 'askPrice': 1086.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1895.2128, 'humidity': 78.12114};51000
;{'time': 51100, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1084.0, 'askPrice': 1085.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1894.7341, 'humidity': 78.13323};51100
;{'time': 51200, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1083.5, 'askPrice': 1085.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1894.2555, 'humidity': 78.145325};51200
;{'time': 51300, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1084.5, 'askPrice': 1086.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1893.777, 'humidity': 78.15741};51300
;{'time': 51400, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1085.5, 'askPrice': 1087.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1893.2983, 'humidity': 78.169495};51400
;{'time': 51500, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1085.5, 'askPrice': 1087.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1892.8198, 'humidity': 78.18158};51500
;{'time': 51600, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1892.3413, 'humidity': 78.19366};51600
;{'time': 51700, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1891.8628, 'humidity': 78.205734};51700
;{'time': 51800, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1891.3843, 'humidity': 78.217804};51800
;{'time': 51900, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1087.5, 'askPrice': 1089.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1890.9059, 'humidity': 78.22987};51900
;{'time': 52000, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1890.4275, 'humidity': 78.24194};52000
;{'time': 52100, 'best_bid': 1083, 'best_ask': 1091, 'bidPrice': 1086.0, 'askPrice': 1088.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1889.9491, 'humidity': 78.254005};52100
;{'time': 52200, 'best_bid': 1083, 'best_ask': 1091, 'bidPrice': 1086.0, 'askPrice': 1088.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1889.4708, 'humidity': 78.26607};52200
;{'time': 52300, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1085.5, 'askPrice': 1087.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1888.9926, 'humidity': 78.27813};52300
;{'time': 52400, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1888.5143, 'humidity': 78.290184};52400
;{'time': 52500, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1888.0361, 'humidity': 78.30224};52500
;{'time': 52600, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1887.558, 'humidity': 78.31429};52600
;{'time': 52700, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1887.08, 'humidity': 78.32635};52700
;{'time': 52800, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1886.6019, 'humidity': 78.338394};52800
;{'time': 52900, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1886.1239, 'humidity': 78.35044};52900
;{'time': 53000, 'best_bid': 1085, 'best_ask': 1093, 'bidPrice': 1088.0, 'askPrice': 1090.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1885.646, 'humidity': 78.36249};53000
;{'time': 53100, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1885.1681, 'humidity': 78.37453};53100
;{'time': 53200, 'best_bid': 1085, 'best_ask': 1092, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1884.6903, 'humidity': 78.386566};53200
;{'time': 53300, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1087.0, 'askPrice': 1088.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1884.2125, 'humidity': 78.398605};53300
;{'time': 53400, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1883.7349, 'humidity': 78.410645};53400
;{'time': 53500, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1883.2572, 'humidity': 78.422676};53500
;{'time': 53600, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1882.7797, 'humidity': 78.434715};53600
;{'time': 53700, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1089.5, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1882.3021, 'humidity': 78.44675};53700
;{'time': 53800, 'best_bid': 1088, 'best_ask': 1095, 'bidPrice': 1090.5, 'askPrice': 1092.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1881.8247, 'humidity': 78.45878};53800
;{'time': 53900, 'best_bid': 1088, 'best_ask': 1095, 'bidPrice': 1091.0, 'askPrice': 1092.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1881.3474, 'humidity': 78.4708};53900
;{'time': 54000, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1880.8701, 'humidity': 78.482834};54000
;{'time': 54100, 'best_bid': 1088, 'best_ask': 1095, 'bidPrice': 1091.0, 'askPrice': 1092.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1880.393, 'humidity': 78.49486};54100
;{'time': 54200, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1879.9158, 'humidity': 78.50689};54200
;{'time': 54300, 'best_bid': 1088, 'best_ask': 1095, 'bidPrice': 1090.5, 'askPrice': 1092.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1879.4387, 'humidity': 78.51891};54300
;{'time': 54400, 'best_bid': 1088, 'best_ask': 1095, 'bidPrice': 1091.0, 'askPrice': 1092.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1878.9618, 'humidity': 78.53094};54400
;{'time': 54500, 'best_bid': 1088, 'best_ask': 1092, 'bidPrice': 1091.0, 'askPrice': 1092.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1878.4849, 'humidity': 78.54295};54500
;{'time': 54600, 'best_bid': 1088, 'best_ask': 1095, 'bidPrice': 1090.5, 'askPrice': 1092.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1878.008, 'humidity': 78.55498};54600
;{'time': 54700, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1877.5314, 'humidity': 78.567};54700
;{'time': 54800, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1877.0548, 'humidity': 78.57902};54800
;{'time': 54900, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1089.5, 'askPrice': 1091.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1876.5782, 'humidity': 78.59104};54900
;{'time': 55000, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1089.5, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1876.1018, 'humidity': 78.60306};55000
;{'time': 55100, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1089.5, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1875.6255, 'humidity': 78.615074};55100
;{'time': 55200, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1875.1492, 'humidity': 78.62709};55200
;{'time': 55300, 'best_bid': 1089, 'best_ask': 1093, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1874.6731, 'humidity': 78.639114};55300
;{'time': 55400, 'best_bid': 1087, 'best_ask': 1091, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1874.197, 'humidity': 78.65113};55400
;{'time': 55500, 'best_bid': 1087, 'best_ask': 1095, 'bidPrice': 1090.0, 'askPrice': 1092.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1873.7211, 'humidity': 78.66315};55500
;{'time': 55600, 'best_bid': 1087, 'best_ask': 1095, 'bidPrice': 1090.0, 'askPrice': 1092.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1873.2452, 'humidity': 78.67516};55600
;{'time': 55700, 'best_bid': 1088, 'best_ask': 1095, 'bidPrice': 1091.0, 'askPrice': 1092.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1872.7695, 'humidity': 78.68718};55700
;{'time': 55800, 'best_bid': 1092, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1872.2938, 'humidity': 78.699196};55800
;{'time': 55900, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1089.5, 'askPrice': 1091.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1871.8184, 'humidity': 78.71121};55900
;{'time': 56000, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1089.5, 'askPrice': 1091.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1871.3429, 'humidity': 78.72323};56000
;{'time': 56100, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -4.5, 'sunlight': 1870.8677, 'humidity': 78.735245};56100
;{'time': 56200, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1870.3925, 'humidity': 78.74726};56200
;{'time': 56300, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1869.9174, 'humidity': 78.75928};56300
;{'time': 56400, 'best_bid': 1089, 'best_ask': 1093, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1869.4425, 'humidity': 78.77129};56400
;{'time': 56500, 'best_bid': 1086, 'best_ask': 1094, 'bidPrice': 1089.0, 'askPrice': 1091.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1868.9677, 'humidity': 78.78331};56500
;{'time': 56600, 'best_bid': 1085, 'best_ask': 1089, 'bidPrice': 1088.0, 'askPrice': 1089.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1868.4929, 'humidity': 78.79533};56600
;{'time': 56700, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1868.0184, 'humidity': 78.80735};56700
;{'time': 56800, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1867.544, 'humidity': 78.81937};56800
;{'time': 56900, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1867.0696, 'humidity': 78.83139};56900
;{'time': 57000, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1089.5, 'askPrice': 1091.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1866.5955, 'humidity': 78.84341};57000
;{'time': 57100, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1866.1213, 'humidity': 78.85543};57100
;{'time': 57200, 'best_bid': 1090, 'best_ask': 1094, 'bidPrice': 1089.5, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1865.6475, 'humidity': 78.867455};57200
;{'time': 57300, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1865.1737, 'humidity': 78.87948};57300
;{'time': 57400, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1089.5, 'askPrice': 1091.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1864.7001, 'humidity': 78.8915};57400
;{'time': 57500, 'best_bid': 1089, 'best_ask': 1096, 'bidPrice': 1091.5, 'askPrice': 1093.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1864.2266, 'humidity': 78.90353};57500
;{'time': 57600, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1863.7532, 'humidity': 78.91555};57600
;{'time': 57700, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1863.2799, 'humidity': 78.92758};57700
;{'time': 57800, 'best_bid': 1089, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1862.8069, 'humidity': 78.939606};57800
;{'time': 57900, 'best_bid': 1087, 'best_ask': 1094, 'bidPrice': 1090.0, 'askPrice': 1091.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1862.334, 'humidity': 78.95164};57900
;{'time': 58000, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1089.0, 'askPrice': 1090.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1861.8612, 'humidity': 78.96367};58000
;{'time': 58100, 'best_bid': 1086, 'best_ask': 1093, 'bidPrice': 1088.5, 'askPrice': 1090.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1861.3885, 'humidity': 78.97571};58100
;{'time': 58200, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1087.0, 'askPrice': 1088.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1860.916, 'humidity': 78.98774};58200
;{'time': 58300, 'best_bid': 1087, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1860.4437, 'humidity': 78.99978};58300
;{'time': 58400, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1859.9716, 'humidity': 79.01182};58400
;{'time': 58500, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1084.0, 'askPrice': 1085.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1859.4995, 'humidity': 79.02386};58500
;{'time': 58600, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1083.5, 'askPrice': 1085.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1859.0277, 'humidity': 79.0359};58600
;{'time': 58700, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1083.5, 'askPrice': 1085.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1858.556, 'humidity': 79.04794};58700
;{'time': 58800, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1082.5, 'askPrice': 1084.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1858.0845, 'humidity': 79.05999};58800
;{'time': 58900, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1082.5, 'askPrice': 1084.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1857.6132, 'humidity': 79.07204};58900
;{'time': 59000, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1081.5, 'askPrice': 1083.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1857.142, 'humidity': 79.08408};59000
;{'time': 59100, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1856.671, 'humidity': 79.09614};59100
;{'time': 59200, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1083.5, 'askPrice': 1085.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1856.2002, 'humidity': 79.10819};59200
;{'time': 59300, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1084.0, 'askPrice': 1085.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1855.7295, 'humidity': 79.12025};59300
;{'time': 59400, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1085.5, 'askPrice': 1087.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1855.259, 'humidity': 79.13231};59400
;{'time': 59500, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1084.5, 'askPrice': 1086.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1854.7887, 'humidity': 79.14437};59500
;{'time': 59600, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1084.5, 'askPrice': 1086.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1854.3186, 'humidity': 79.15643};59600
;{'time': 59700, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1084.0, 'askPrice': 1085.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1853.8486, 'humidity': 79.1685};59700
;{'time': 59800, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1084.0, 'askPrice': 1085.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1853.3788, 'humidity': 79.18057};59800
;{'time': 59900, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1083.0, 'askPrice': 1084.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1852.9093, 'humidity': 79.19264};59900
;{'time': 60000, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1852.4398, 'humidity': 79.20472};60000
;{'time': 60100, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1851.9707, 'humidity': 79.2168};60100
;{'time': 60200, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1851.5016, 'humidity': 79.228874};60200
;{'time': 60300, 'best_bid': 1077, 'best_ask': 1084, 'bidPrice': 1080.0, 'askPrice': 1081.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1851.0328, 'humidity': 79.24096};60300
;{'time': 60400, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1081.0, 'askPrice': 1082.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1850.5642, 'humidity': 79.25305};60400
;{'time': 60500, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1850.0957, 'humidity': 79.26514};60500
;{'time': 60600, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1081.5, 'askPrice': 1083.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1849.6276, 'humidity': 79.27723};60600
;{'time': 60700, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1082.5, 'askPrice': 1084.0, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1849.1594, 'humidity': 79.28933};60700
;{'time': 60800, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1082.5, 'askPrice': 1084.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1848.6917, 'humidity': 79.30143};60800
;{'time': 60900, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1083.0, 'askPrice': 1084.5, 'transportFees': 1.1, 'exportTariff': 8.5, 'importTariff': -5.0, 'sunlight': 1848.224, 'humidity': 79.31353};60900
